city,url,discard_reason_bucket,reason_text,expected_filename,raw_file_exists,body_text_chars,captured_over_500_chars,other_scraped_pages_same_domain
barcelona,https://www.fundacionadsis.org/es/noticias/primera-experiencia-del-proyecto-de-soberania-alimentaria-veu-i-brot,inaccessible,inaccessible,www.fundacionadsis.org_es_noticias_primera-experiencia-del-proyecto-de-soberania-alimentaria-veu-i-brot.html,False,,False,0
barcelona,https://www.mescladis.org/,inaccessible,inaccessible,www.mescladis.org_.html,True,8159.0,True,-1
barcelona,https://www.fundacioroure.org/es/inicio,inaccessible,inaccessible,www.fundacioroure.org_es_inicio.html,True,3775.0,True,-1
barcelona,https://www.fundacionaltius.org/llamamiento-urgente-para-donaciones-en-especie-desde-altius-barcelona,inaccessible,inaccessible,www.fundacionaltius.org_llamamiento-urgente-para-donaciones-en-especie-desde-altius-barcelona.html,False,,False,0
barcelona,https://www.graciaparticipa.cat/es/projectes/rebost-solidari,inaccessible,inaccessible,www.graciaparticipa.cat_es_projectes_rebost-solidari.html,True,11016.0,True,-1
barcelona,https://gcpixapins.blogspot.com.es/,inaccessible,inaccessible,gcpixapins.blogspot.com.es_.html,True,6593.0,True,0
barcelona,https://naubostik.com/visitans/primera-planta/horstic/,inaccessible,inaccessible,naubostik.com_visitans_primera-planta_horstic_.html,True,3520.0,True,4
barcelona,https://www.facebook.com/CaLaTravaOkupa/,inaccessible,inaccessible,www.facebook.com_CaLaTravaOkupa_.html,False,,False,0
barcelona,https://www.facebook.com/p/Horts-de-la-Guatlla-100064477640985/,inaccessible,inaccessible,www.facebook.com_p_Horts-de-la-Guatlla-100064477640985_.html,False,,False,0
barcelona,https://www.instagram.com/hort_fortalesa/,inaccessible,inaccessible,www.instagram.com_hort_fortalesa_.html,True,3127.0,True,-1
barcelona,https://caladona.org/hort-de-ca-la-dona/,inaccessible,inaccessible,caladona.org_hort-de-ca-la-dona_.html,True,4125.0,True,4
barcelona,https://queix.org/hort-esqueix/,inaccessible,inaccessible,queix.org_hort-esqueix_.html,True,0.0,False,0
barcelona,https://www.facebook.com/LHortaAlliberada/,inaccessible,inaccessible,www.facebook.com_LHortaAlliberada_.html,False,,False,0
barcelona,https://www.grupatra.org/servei/programa-horta-gracia/,inaccessible,inaccessible,www.grupatra.org_servei_programa-horta-gracia_.html,True,5074.0,True,-1
barcelona,https://canbatllo.org/cb/horts-i-jardins-comunitaris/,inaccessible,inaccessible,canbatllo.org_cb_horts-i-jardins-comunitaris_.html,True,2662.0,True,7
barcelona,https://www.instagram.com/hortsec_bcn/,inaccessible,inaccessible,www.instagram.com_hortsec_bcn_.html,True,3117.0,True,-1
barcelona,https://huerto360.com/alquiler-huerto-urbano-en-barcelona,inaccessible,inaccessible,huerto360.com_alquiler-huerto-urbano-en-barcelona.html,True,10627.0,True,4
barcelona,https://huertocity.com/,inaccessible,inaccessible,huertocity.com_.html,True,14233.0,True,5
barcelona,https://www.facebook.com/groups/1442130052766150,inaccessible,inaccessible,www.facebook.com_groups_1442130052766150.html,False,,False,0
barcelona,https://fundacioferrersustainability.org/green-for-good/,inaccessible,inaccessible,fundacioferrersustainability.org_green-for-good_.html,False,,False,0
barcelona,https://lacarmelaverdulera.wordpress.com/,inaccessible,inaccessible,lacarmelaverdulera.wordpress.com_.html,True,5592.0,True,0
barcelona,https://www.facebook.com/LaCereriaVegetariano/,inaccessible,inaccessible,www.facebook.com_LaCereriaVegetariano_.html,False,,False,0
barcelona,https://www.facebook.com/LaExperimentalEco/,inaccessible,inaccessible,www.facebook.com_LaExperimentalEco_.html,False,,False,0
barcelona,https://www.barcelonactua.org/ca/activitats/persones-sense-llar/,inaccessible,inaccessible,www.barcelonactua.org_ca_activitats_persones-sense-llar_.html,False,,False,0
barcelona,https://ajuntament.barcelona.cat/biblioteques/bibcollserola/ca/noticia/la-biblioteca-de-llavors_1107658,inaccessible,inaccessible,ajuntament.barcelona.cat_biblioteques_bibcollserola_ca_noticia_la-biblioteca-de-llavors_1107658.html,False,,False,33
barcelona,https://lesverduresderoxanne.wordpress.com/,inaccessible,inaccessible,lesverduresderoxanne.wordpress.com_.html,True,7976.0,True,0
barcelona,https://lesvinyesdecanroquetes.blogspot.com.es/,inaccessible,inaccessible,lesvinyesdecanroquetes.blogspot.com.es_.html,True,13937.0,True,0
barcelona,https://menjadorcalarosa.cat/,inaccessible,inaccessible,menjadorcalarosa.cat_.html,True,1787.0,True,2
barcelona,https://mespilus.org/web/,inaccessible,inaccessible,mespilus.org_web_.html,False,,False,0
barcelona,https://casalbarrieamp.org/projectes-2/projectes/nevera-solidaria/,inaccessible,inaccessible,casalbarrieamp.org_projectes-2_projectes_nevera-solidaria_.html,True,3779.0,True,4
barcelona,https://www.ordendemalta.es/esp/exclusion/delegacion-cataluna,inaccessible,inaccessible,www.ordendemalta.es_esp_exclusion_delegacion-cataluna.html,True,8311.0,True,-1
barcelona,https://www.santaagnes.com/EsglesiaCatolica.php?pg=Share&from=Aquesta%20Setmana&article=A6B5E087-C4EA-4460-B262-25B59F5A067F&lg=SP,inaccessible,inaccessible,www.santaagnes.com_EsglesiaCatolica.php?pg=Share&from=Aquesta%20Setmana&article=A6B5E087-C4EA-4460-B262-25B59F5A067F&lg=SP.html,False,,False,0
barcelona,https://aprofitemelsaliments.org/,inaccessible,inaccessible,aprofitemelsaliments.org_.html,True,3105.0,True,5
barcelona,https://www.pontalimentari.org/,inaccessible,inaccessible,www.pontalimentari.org_.html,True,3145.0,True,-1
barcelona,https://www.alimentaciosostenible.barcelona/ca/que-fem/projecte-alimenta,inaccessible,inaccessible,www.alimentaciosostenible.barcelona_ca_que-fem_projecte-alimenta.html,False,,False,0
barcelona,https://abd.ong/programas/proyecto-fenix/,inaccessible,inaccessible,abd.ong_programas_proyecto-fenix_.html,True,15715.0,True,4
barcelona,https://botiga.queviure.cat/,inaccessible,inaccessible,botiga.queviure.cat_.html,False,,False,0
barcelona,https://espaiquiro.wordpress.com/,inaccessible,inaccessible,espaiquiro.wordpress.com_.html,True,42252.0,True,0
barcelona,https://www.remenat.org/,inaccessible,inaccessible,www.remenat.org_.html,True,1598.0,True,-1
barcelona,https://www.rauxa.org/rauxa.htm,inaccessible,inaccessible,www.rauxa.org_rauxa.htm.html,True,4402.0,True,-1
barcelona,https://www.rezero.cat/,inaccessible,inaccessible,www.rezero.cat_.html,True,3576.0,True,-1
