URL,Lat,Lng,coords_approx
https://www.acra.it/cosa-facciamo/aree-di-intervento/italia-ed-europa/food-hub-cuccagna,45.5,9.19,False
https://adraitalia.org/regioni/lombardia,45.47,9.21,False
https://www.desrparcosud.it/il-desr-promuove-lamap/,45.38,9.13,False
https://www.amat-mi.it/it/notizie/27,45.38,9.15,False
https://www.area51gs.com/chi-siamo-2,45.38,9.15,False
https://comunitaprogetto.org/progetti/qubi-baggio,45.48,9.2,False
https://agriregionieuropa.univpm.it/it/content/article/31/39/lesperienza-degli-orti-urbani-nel-comune-di-milano,45.41,9.21,False
https://www.agrivis.it/,45.41,9.21,False
https://www.invetta.org/,45.45,9.18,False
https://www.assparcosud.org/,45.35,9.16,False
https://base.milano.it/the-convivial-laboratory-tavolo-scuola-comunita,45.45,9.16,False
https://latuabanca.bccmilano.it/notizie/53-il-nuovo-hub-contro-lo-spreco-alimentare-di-via-bassini,45.48,9.21,False
https://www.bancoalimentare.it/,45.49,9.18,False
https://www.belladentro.org/,45.48,9.21,False
https://www.comune.rho.mi.it/it-it/avvisi/2022/comunicati-stampa/nasce-la-biblioteca-dei-semi-252076-1-03cf5cd7f0c82d70a0369a1d4ba74a77,45.53,9.02,False
https://bigreco.it/intorno-a-big/,45.5,9.21,False
https://www.olinda.org/portfolio/bistrolinda/,45.45,9.24,False
https://www.coopi.org/it/progetto/contrasto-alla-poverta-nelle28099area-di-milano.html?ln=,45.45,9.24,False
https://csaveneto.wordpress.com/,45.38,9.13,False
https://www.csvlombardia.it/milano/milano-comunita-territorio/io-non-butto,45.46,9.18,False
https://www.capoverde.com/ristorante/,45.49,9.22,False
https://chiesaturrogorla.it/caritas,45.4642,9.19,True
https://www.caritasambrosiana.it/,45.46,9.19,False
https://www.santamariarossa.it/caritas-e-missione/caritas,45.5,9.24,False
https://santostefanosegrate.it/jo/index.php/le-persone/gruppi/caritas/69-caritas-parrocchiale-santo-stefano,45.46,9.19,False
https://cascinet.it/,45.46,9.24,False
https://www.cuccagna.org/progetti/radici-di-comunita,45.45,9.21,False
https://www.cenadellamicizia.it/,45.52,9.16,False
https://cityangels.it/,45.51,9.16,False
https://www.cocookinglab.com/,45.48,9.23,False
https://www.coltivando.polimi.it/,45.5,9.16,False
https://www.coltivatoridigiustizia.com/,45.4,9.2,False
https://www.partecipacoop.org/promuovere-il-dono-del-cibo-e-ridurre-lo-spreco-alimentare,45.51,9.13,False
https://linktr.ee/cisom.milano,45.43,9.2,False
https://www.crimilano.it/cosa-facciamo/sociale/contrasto-poverta.html,45.47,9.16,False
https://cuochiacolori.org/#,45.46,9.22,False
https://www.gsdfoundation.it/cosa-facciamo/progetti/eat-educazione-alimentare,45.44,9.18,False
https://www.emergency.it/progetti/food-hub-cuccagna-milano,45.47,9.19,False
https://www.effata-apriti.org/,45.48,9.22,False
https://larotonda.org/,45.52,9.11,False
https://farsiprossimo.it/project/emporio-della-solidarieta-milano-barona/,45.42,9.16,False
https://www.equoevento.org/,45.52,9.17,False
https://www.eufemiaemporio.it/,45.52,9.17,False
https://www.fondazioneauprema.it/it/progetto/social-market-nord-milano,45.44,9.2,False
https://www.fondazionemarchesiniact.org/progetto/pane-quotidiano,45.4642,9.19,True
https://www.fondazionecariplo.it/it/progetti/intersettoriali/lacittaintorno.html,45.47,9.19,False
https://www.fondazionebertini.it/,45.5,9.23,False
https://www.comune.milano.it/web/milanoaiuta/donazioni,45.46,9.19,False
https://foodforlifeaps.it/,45.46,9.19,False
https://foodhubittico.it/,45.45,9.23,False
https://foodrelations.acra.it/,45.47,9.2,False
https://foodwave.eu/,45.4642,9.19,True
https://foodforall.charity/,45.59,9.33,False
https://www.foodforsoul.it/it/,45.45,9.23,False
https://www.fratellisanfrancesco.it/,45.47,9.19,False
https://www.fuoriedentro.it/,45.5,9.19,False
https://atelierdelleverdure.it/progetti/giardino-lea-garofalo/,45.48,9.18,False
https://parcosegantini.it/2013/11/27/il-giardino-edibile-di-parco-segantini/,45.44,9.17,False
https://www.agipsyinthekitchen.com/,45.47,9.24,False
https://www.gustop.it/,45.41,9.17,False
https://abbaziadichiaravalle.it/hortus/,45.41,9.23,False
https://www.humanaitalia.org/?option=com_content&task=view&id=52&Itemid=49,45.46,9.17,False
https://arche.it/cosa-facciamo/sostegno-alle-famiglie/humus/,45.52,9.13,False
https://ibva.it/,45.45,9.18,False
https://coopilcarro.it/,45.46,9.2,False
https://www.ilgiardinodegliaromi.org/,45.52,9.16,False
https://www.ciqmilano.it/il-giardino-delle-meraviglie/,45.43,9.22,False
https://www.santamarialiberatrice.org/il-giardino-di-eden/,45.43,9.19,False
https://www.ingalera.it/,45.51,9.1,False
https://www.fucinevulcano.org/iniziative,45.43,9.22,False
https://iononbutto.it/,45.46,9.18,False
https://isolapepeverde.org/,45.48,9.18,False
https://www.reteitalianacsa.it/,45.4642,9.19,True
https://www.italmercati.it/2025/07/16/milano-inaugurata-oggi-la-nuova-sede-dellhub-di-aiuto-alimentare-foody-zero-sprechi-allinterno-del-mercato-agroalimentare,45.4642,9.19,True
https://www.olinda.org/portfolio/jodok/,45.52,9.16,False
https://www.kayros.it/cosa-facciamo,45.51,9.28,False
https://www.lacordata.it/,45.44,9.15,False
https://www.dynamoscopio.it/portfolio_page/la-dispensa-del-giambellino/,45.44,9.13,False
https://www.milanoinazione.org/project/lamiaterra/,45.51,9.13,False
https://www.laterratrema.org/,45.5,9.2,False
https://www.lavitalba.it/comunicazioni,45.42,9.2,False
https://laboramilano.it/,45.45,9.14,False
https://www.lastminutemarket.it/,45.45,9.14,False
https://www.lesuoredellamensa.net/,45.48,9.22,False
https://rape.noblogs.org/,45.4642,9.19,True
https://www.mamafood.it/,45.5,9.21,False
https://www.mahksc.com/,45.45,9.17,False
https://decrescitafelice.it/2020/11/labbarona-repair-cafe-di-milano-collaborazione-mdf,45.46,9.1,False
https://municipio7milano.it/hub-alimentare-selinunte,45.47,9.08,False
https://azionecontrolafame.it/campagne/maipiufame/il-nostro-impegno-in-italia/,45.46,9.14,False
https://www.manitese.it/,45.47,9.19,False
https://maremilano.org/,45.46,9.12,False
https://www.milanoristorazione.it/39-progetti-conclusi/2314-progetti-di-contenimento-sprechi-alimentari-io-non-spreco-sacchetto-salva-merenda-adotta-un-nonno-a-pranzo-collaborazione-con-siticibo-recupero-eccedenze-di-produzione,45.44,9.14,False
https://icmontessori.edu.it/index.php/scheda-progetto/primaria-montessorto-orto-didattico-inclusivo/,45.54,9.12,False
https://www.mutuosoccorsomilano.it/,45.49,9.2,False
https://www.mutuosoccorsomilano.it/category/comunicato-stampa,45.5,9.25,False
https://apsscighera.com/2020/01/01/nessuno-escluso/,45.47,9.24,False
https://www.nocetum.it/gli-spazi/la-city-farm/,45.43,9.22,False
https://nondisolopanemagenta.it/,45.46,8.87,False
https://www.granaidellamemoria.it/index.php/it/archivi/nutrire-milano-una-rete-di-produttori-locali-offrire-cibo-alla-citta,45.46,9.21,False
https://messadellacarita.org/,45.47,9.16,False
https://www.operacardinalferrari.it/,45.44,9.18,False
https://operasanfrancesco.it/,45.46,9.2,False
https://www.operainfiore.it/cosa-facciamo/,45.44,9.15,False
https://www.progettoterraviva.it/orti-urbani-legambiente-via-padova-mi/,45.49,9.23,False
https://www.ortocomuneniguarda.org/,45.52,9.19,False
https://ortopedagogicoresistente.wordpress.com/,45.45,9.13,False
https://www.anticoborgoincitta.com/orto-in-citta/,45.4816399,9.2442493,False
https://www.spaziotempomilano.it/orto-in-cotica/,45.48,9.11,False
https://equacooperativa.it/project/casa-dei-tigli-per-anziani-autosufficienti/,45.51,9.17,False
https://panequotidiano.eu/chi-siamo/,45.44,9.18,False
https://parconord.milano.it/5875-food-forest-riserva-di-cibo-e-biodiversita,45.51,9.19,False
https://www.psfn.it/caritas-parrocchiale,45.47,9.21,False
https://www.americisss.it/caritas,45.49,9.2,False
https://piazzadeimestieri.it/,45.52,9.22,False
https://www.pizzaut.it/,45.56,9.25,False
https://www.progettoarca.org/,45.5,9.18,False
https://www.progettomirasole.it/,45.38,9.2,False
https://ricettaqubi.it/un-nuovo-hub-in-lambrate-contro-lo-spreco-alimentare,45.5,9.25,False
https://associazionerecup.org/,45.42,9.17,False
https://refettorioambrosiano.it/,45.5,9.21,False
https://ricettaqubi.it/,45.47,9.19,False
https://robdematt.org/,45.49,9.17,False
https://www.robinfoood.it/,45.46,9.19,False
https://www.rondacaritamilano.com/le-nostre-attivita/pranzo-della-domenica,45.48,9.23,False
https://rotarymilanodigital.it/stories/il-rotary-club-milano-digital-a-sostegno-della-onlus-banco-alimentare,45.46,9.2,False
https://www.progettoruben.it/,45.44,9.12,False
https://www.sosmilano.it/WP/alimenti-per-i-senza-tetto/,45.49,9.21,False
https://www.sanlorenzomaggiore.com/index.php/people/san-vincenzo,45.46,9.16,False
https://www.santegidio.org/pageID/30136/langID/it/LE-MENSE-E-I-CENTRI-ACCOGLIENZA.html,45.46,9.16,False
https://www.illaboratorioscsmilano.org/servizio-formazione-allautonomia/,45.51,9.14,False
https://www.slowfoodmi.it/locali-dellalleanza,45.4762064,9.1381977,False
https://ibva.it/solidando,45.4642,9.19,True
https://soprasottomilano.it/come-ci-organizziamo,45.48,9.18,False
https://soulfoodforestfarms.it/,45.42,9.21,False
https://lab00.org/index.php/cause/spesasospesa,45.49,9.16,False
https://www.spicesupperclub.com/,45.47,9.15,False
https://www.sprecocomerisorsa.it/,45.46,9.19,False
https://www.terramore.org/naturalfarmingcamp,45.49,9.22,False
https://terredeshommes.it/comunicati/arriva-a-milano-spesasospesa-contro-la-poverta-e-lo-spreco-alimentare,45.49,9.22,False
https://trattoriasolidale.it/,45.48,9.1,False
https://unortoamilano.wordpress.com/,45.46,9.1,False
https://www.vidas.it/ratatouille-volontari-con-le-mani-in-pasta,45.49,9.11,False
https://www.villaclerici.it/centro-psicopedagogico/servizi/distribuzione-gratuita-di-generi-alimentari,45.51,9.18,False
https://zeropercento.org/,45.48,9.17,False
https://www.boscodiogigia.it/permacultura/csa-comunita-supporto-agricoltura,45.45,9.2,False
https://larotonda.org/it/attivita/emporio-della-solidarieta/sostegno-alimentare,45.45,9.2,False
