URL,Lat,Lng,coords_approx
https://ordenconstantiniana.org/it/la-delegacion-de-cataluna-organiza-la-campana-de-navidad-2016-a-favor-del-comedor-social-reina-de-la-paz-de-barcelona,41.42,2.18,False
https://30panxes.wordpress.com/,41.42,2.18,False
https://ajuntament.barcelona.cat/ccivics/elsortidor/p/16621/a-taula-cicle-de-cultura-i-gastronomia,41.37,2.16,False
https://agapeintercultural.org/,41.37,2.16,False
https://www.amb.cat/web/medi-ambient/residus/prevencio/aprofitament-alimentari,41.37,2.13,False
https://abarkacoop.com/ca/,41.37,2.13,False
https://www.alimentacionsindesperdicio.com/actualidad/p/adios-la-verguenza-pedir-las-sobras-la-comida,41.39,2.13,False
https://www.alimentaciosostenible.barcelona/es/semana-ciudadana/programa/visita-la-vivienda-cooperativa-cirerers,41.35,2.12,False
https://www.alimentaria.com/,41.35,2.12,False
https://tienda.allthose.org/,41.39,2.18,False
https://arrandeterra.org/,41.42,2.17,False
https://www.arrelsfundacio.org/es/a-cubierto-una-iniciativa-para-colaborar-desde-casa-con-las-personas-sin-hogar,41.37,2.16,False
https://pamapam.org/directori/arrels-cooperativa-consum-critic-dreta-eixample/,41.4,2.17,False
https://patillimona.net/associacio-cuinant-cultures/,41.38,2.17,False
https://lasagreraesmou.org/,41.42,2.19,False
https://associacioveganacatalunya.org/,41.36,2.15,False
https://www.amicsjbb.org/,41.36,2.15,False
https://agtbaix.cat/,41.3851,2.1734,True
https://www.bcnsostenible.cat/es/web/punt/cooperativa-germinal,41.4005663,2.1500063,False
https://fundaciomiquelagusti.cat/banc-de-llavors/,41.35,2.14,False
https://gestorcrm.bancdelsaliments.org/es/donacion-alimentos-puntual,41.35,2.14,False
https://barlaraiz.org/,41.37,2.16,False
https://barcelonaborngourmet.com/born-street-food/,41.38,2.18,False
https://www.solucionssocials.org/,41.37,2.15,False
https://ca.brotsecosocial.org/,41.39,2.14,False
https://www.cccb.org/es/actividades/ficha/dia-de-la-primavera/228322,41.38,2.16,False
https://www.canricart.com/es/social-2/recogida-de-alimentos,41.47,2.08,False
https://caltemerari.cat/,41.47,2.08,False
https://www.canmasdeu.net/,41.44,2.15,False
https://www.canpujades.org/,41.41,2.09,False
https://canvalent.wordpress.com/,41.43,2.17,False
https://laescocesa.org/ca/programa/casa%20de%20llavors,41.41,2.2,False
https://calisidret.eixpereiv.org/,41.41,2.2,False
https://www.cityplot.org/barcelona,41.39,2.12,False
https://pamapam.org/directori/col-nata-sarria/,41.39,2.12,False
https://www.diba.cat/xarxasost/comissiohorts,41.38,2.14,False
https://cooccio.com/ca/,41.38,2.14,False
https://coopeclot.home.blog/,41.41,2.18,False
https://sites.google.com/site/cooperativaborronets/,41.43,2.19,False
https://pamapam.org/directori/cooperativa-can-baro-can-baro/,41.41,2.16,False
https://www.girasoldesantmarti.net/,41.41,2.2,False
https://coopelaseca.wordpress.com/,41.37,2.16,False
https://cooppamapam.wordpress.com/,41.39,2.18,False
https://ajuntament.barcelona.cat/casalsdebarrihg/cbpirineu/entitats/entitat/Cooperativa%20de%20Consum%20Ecol%C3%B2gic%20Pirineu,41.41,2.16,False
https://trementinaires.wordpress.com/,41.41,2.15,False
https://elborro.blogspot.com/,41.43,2.19,False
https://lasenallacooperativaviladegracia.blogspot.com/p/inici.html,41.4,2.15,False
https://www.bcn.coop/,41.36,2.13,False
https://pamapam.org/directori/cooxino/,41.37,2.16,False
https://caritas.barcelona/es/ayuda-a-necesidades-basicas/alimentos-en-parroquias,41.43,2.22,False
https://cuchara.cat/,41.43,2.22,False
https://www.ateneuharmonia.cat/,41.43,2.2,False
https://cancarol.cat/,41.41,2.14,False
https://calabria66.net/cuinacomunitaria/,41.47,2.18,False
https://canbatllo.org/cb/cuina/,41.36,2.13,False
https://somlaclau.org/projectes/cuinem-el-canvi/,41.37,2.16,False
https://www.cydoniabcn.org/index.html,41.4,2.19,False
https://www.boncor.org/,41.37,2.15,False
https://www.instagram.com/desenruna/,41.41,2.14,False
https://www.hijascaridadee.org/es/que-hacemos/obras-sociales/disa-sagrada-familia-barcelona,41.41,2.17,False
https://pamapam.org/directori/ecorocaguinarda-guinardo/,41.41,2.17,False
https://www.ateneu.cat/projectes/ecoateneu/,41.46,2.08,False
https://ajuntament.barcelona.cat/ecologiaurbana/es/plan-buits/edicion-2015/passeig-valldaura-271,41.43,2.18,False
https://www.ejercitodesalvacion.es/sobre-nosotros/nuestra-accion-social,41.4,2.15,False
https://elcaucoop.com/,41.4,2.15,False
https://www.instagram.com/jardidelfenix/,41.37,2.11,False
https://llevat.org/,41.4,2.14,False
https://www.emmaus.cat/,41.38,2.14,False
https://esimperfect.com/,41.31,2.08,False
https://espaiambiental.coop/,41.39,2.17,False
https://comtal.org/que-fem/que-fem/participacio-i-accio-comunitaria/benet-corner/,41.39,2.17,False
https://recreantcruilles.wordpress.com/,41.38,2.15,False
https://esperancabarcelona.com/es,41.3819988,2.1765456,False
https://espigoladors.cat/,41.3851,2.1734,True
https://foodcoopbcn.cat/es,41.38,2.15,False
https://www.alimentaciosostenible.barcelona/ca/terra-i-gust,41.38,2.18,False
https://9bacull.org/festival-de-sopes-del-mon-2/,41.44,2.17,False
https://www.fira-apat.cat/fira-apat-bcn/,41.36,2.1,False
https://foodrelations.org/,41.39,2.18,False
https://www.foodcultura.org/,41.39,2.18,False
https://www.els3turons.org/category/hort-i-jardineria-es,41.423335,2.1612909,False
https://fundacioferrersustainability.org/es/green-for-good/el-jardi-fenix,41.51,2.36,False
https://www.fundacionadsis.org/es/noticias/primera-experiencia-del-proyecto-de-soberania-alimentaria-veu-i-brot,41.3851,2.1734,True
https://fundacionaurea.org/,41.39,2.14,False
https://canpedro.org/,41.37,2.14,False
https://www.fundaciocatalunya-lapedrera.com/es/comer-compania,41.39,2.16,False
https://www.mescladis.org/,41.38,2.15,False
https://www.fundacioroure.org/es/inicio,41.3851,2.1734,True
https://www.fundacionaltius.org/llamamiento-urgente-para-donaciones-en-especie-desde-altius-barcelona,41.3851,2.1734,True
https://www.fundacionausolan.org/project/stop-hambre,41.28,1.98,False
https://www.gastronomicforumbarcelona.com/,41.37,2.15,False
https://www.graciaparticipa.cat/es/projectes/rebost-solidari,41.39,2.18,False
https://gcpixapins.blogspot.com.es/,41.39,2.18,False
https://elguaret.wordpress.com/,41.4,2.17,False
https://pamapam.org/directori/grup-consum-panarra/,41.38,2.13,False
https://metabolicas.sjdhospitalbarcelona.org/consejo/banco-alimentos-ayuda-familias-compra-productos-especiales,41.37,2.15,False
https://www.healthwarriors.es/,41.37,2.15,False
https://naubostik.com/visitans/primera-planta/horstic/,41.42,2.19,False
https://ajuntament.barcelona.cat/ecologiaurbana/ca/serveis/la-ciutat-funciona/manteniment-de-l-espai-public/gestio-del-verd-i-biodiversitat/horts-urbans,41.43,2.16,False
https://hortplaiarmengol.org/,41.41,2.16,False
https://www.hortmirasol.cat/,41.46,2.04,False
https://lasardinetadelabarceloneta.wordpress.com/hort/,41.38,2.19,False
https://www.instagram.com/hort_fortalesa/,41.41,2.2,False
https://centreheura.org/,41.4,2.14,False
https://horturbacoloniacastells.blogspot.com/,41.38,2.13,False
https://caladona.org/hort-de-ca-la-dona/,41.38,2.17,False
https://www.ruralitzem.cat/places/hort-de-la-farigola/,41.41,2.14,False
https://fonttrobada.wordpress.com/,41.37,2.16,False
https://queix.org/hort-esqueix/,41.43,2.16,False
https://www.bcnsostenible.cat/web/punt/hort-del-caliu,41.43,2.16,False
https://hortdelclot.org/,41.41,2.19,False
https://ajuntament.barcelona.cat/ecologiaurbana/ca/cessio-espais/espais-actiu/hort-la-vanguardia,41.39,2.2,False
https://hortdelmercat.barcelona/,41.42,2.14,False
https://www.grupatra.org/servei/programa-horta-gracia/,41.44,2.15,False
https://www.barcelona.zone/ca/hortet-forat,41.38,2.17,False
https://canbatllo.org/cb/horts-i-jardins-comunitaris/,41.36,2.13,False
https://www.instagram.com/hortsec_bcn/,41.37,2.16,False
https://huerto360.com/alquiler-huerto-urbano-en-barcelona,41.41,2.18,False
https://huertocity.com/,41.41,2.18,False
https://huertosurbanosbarcelona.wordpress.com/00_huertos-urbanos-cultivando-barcelona/11-huertos-comunitarios/14-can-masdeu,41.38,2.18,False
https://huertosinthesky.com/,41.38,2.18,False
https://fundacioferrersustainability.org/green-for-good/,41.39,2.1,False
https://www.kalart.org/es/descubre-nuestro-jardin-comunitario-cerca-de-barcelona,41.71,2.42,False
https://karli.es/,41.41,2.19,False
https://kerasbuti.org/,41.35,2.14,False
https://aixada.net/qui-som/,41.4,2.15,False
https://leconomat.cat/,41.36,2.13,False
https://horttomas.com/,41.43,2.13,False
https://www.ruralitzem.cat/places/lhortet-de-les-neus/,41.42,2.16,False
https://olivera.org/ca/,41.38,2.17,False
https://www.lortiga.cat/,41.45,2.03,False
https://www.monestirpedralbes.barcelona/ca/exposicions/lhort-medieval-del-monestir,41.39,2.11,False
https://www.elprat.cat/LaBotiga,41.32,2.08,False
