URL,Lat,Lng,coords_approx
https://www.airfield.ie/communitygarden,53.28,-6.23,False
https://ballyfermotfrc.com/,53.34,-6.34,False
https://www.dublincommunitygrowers.ie/all-gardens/featured-gardens/blarney-park-community-garden/,53.31,-6.29,False
https://www.dublincommunitygrowers.ie/all-gardens/braithwaite-community-garden/,53.33,-6.28,False
https://bridgefootstreetcommunitygarden.wordpress.com/,53.34,-6.28,False
https://capuchindaycentre.ie/,53.34,-6.27,False
https://www.ecocongregationireland.com/2022/08/07/cherry-orchard-community-garden-by-fran-brady,53.3411249,-6.2545,False
https://clareville.net/pages/about.htm,53.36,-6.27,False
https://cgireland.org/the-importance-of-school-garden-as-a-community,53.35,-6.24,False
https://communityroots.ie/,53.3411249,-6.2545,False
https://connectingcabra.ie/food-security-giy,53.34,-6.27,False
https://cookingforfreedom.ie/about-us.php,53.35,-6.26,False
https://doccs.ie/,53.35,-6.26,False
https://www.donorecdat.ie/,53.33,-6.28,False
https://www.dublincommunitygrowers.ie/about/,53.35,-6.54,False
https://dublinfood.coop/,53.34,-6.24,False
https://dublinnorthwest.ie/community-garden,53.38,-6.29,False
https://fallingfruit.org/sharing?locale=en,53.34,-6.25,False
https://feedourhomeless.ie/contact/,53.39,-6.29,False
https://www.dublincommunitygrowers.ie/all-gardens/finglas-community-garden/,53.39,-6.3,False
https://www.instagram.com/flanagansfieldscommunitygarden/,53.33,-6.29,False
https://foodnotbombs.net/new_site/map/IRELAND.html,53.34,-6.26,False
https://food.cloud/about,53.34,-6.25,False
https://friendsoftheelderly.ie/,53.35,-6.26,False
https://www.dublincommunitygrowers.ie/all-gardens/glas-community-garden/,53.39,-6.26,False
https://globalactionplan.ie/programmes/community-garden,53.39,-6.26,False
https://www.goodgrub.ie/,53.28,-6.12,False
https://www.irishsoupkitchencentres.ie/about-us,53.34,-6.25,False
https://www.dublincommunitygrowers.ie/all-gardens/featured-gardens/infirmary-rd-community-garden/,53.35,-6.29,False
https://irishseedsavers.ie/,53.28,-6.26,False
https://www.seniorcare.ie/about-us/,53.34,-6.39,False
https://www.littleflower.ie/national-food-bank-day-2024,53.34,-6.27,False
https://www.lourdesdaycarecentre.ie/home,53.35,-6.25,False
https://donnybrookparish.ie/mary-aikenhead-day-centre/,53.32,-6.23,False
https://mealsonwheelsnetwork.ie/,53.38,-6.3,False
https://mourneroad.ie/parish-history/mother-mcauley-centre,53.32,-6.32,False
https://www.dublincommunitygrowers.ie/all-gardens/featured-gardens/muck-and-magic-community-garden/,53.39,-6.26,False
https://mudisland.ie/,53.34,-6.26,False
https://msoe.ie/,53.34,-6.26,False
https://www.mustardseedsouprun.com/contact-us,53.35,-6.25,False
https://northsidehomecare.ie/,53.39,-6.2,False
https://www.northsidepartnership.ie/health/community-food-hub,53.39,-6.2,False
https://orionecareireland.ie/,53.39,-6.33,False
https://www.ourtable.ie/,53.32,-6.24,False
https://ranelaghcr.ie/,53.32,-6.24,False
https://www.refridge.ie/,53.35,-6.27,False
https://www.rediscoverycentre.ie/2023/06/08/hello-world/,53.46,-6.29,False
https://www.sanctamariadaycentre.com/about-us,53.37,-6.29,False
https://www.seedsovereignty.info/who-we-are,53.28,-6.26,False
https://www.dublincommunitygrowers.ie/all-gardens/featured-gardens/serenity-community-garden/,53.35,-6.27,False
https://slowfoodireland.com/,53.34,-6.24,False
https://www.svp.ie/impacts/your-hunger-fighting-gifts,53.35,-6.25,False
https://sdcpartnership.ie/health-wellbeing/communityfoodandnutrition,53.28,-6.37,False
https://www.standrews.ie/,53.34,-6.24,False
https://www.dublincommunitygrowers.ie/all-gardens/featured-gardens/st-annes-city-farm-and-ecology-centre/,53.37,-6.17,False
https://stanthonysclontarf.ie/house-welcome/,53.36,-6.21,False
https://srcdublin.org/foodbank,53.34,-6.25,False
https://www.dublincommunitygrowers.ie/all-gardens/summer-row-community-garden/,53.35,-6.25,False
https://tudublin.libguides.com/greenweeklibraryresources/librarygarden,53.35,-6.28,False
https://www.catholicireland.net/heritage-garden,53.35,-6.25,False
https://www.dcmlive.ie/the-light-house,53.34,-6.25,False
https://www.mendicity.org/services/food-service/,53.34,-6.28,False
https://www.theopendoorfood.com/the-open-door-supper-club,53.34,-6.26,False
https://www.trinitycommunitycare.ie/,53.39,-6.27,False
https://www.trustusseniorcare.ie/,53.28,-6.35,False
https://www.svp.ie/stores/vincents-ballyfermot/,53.34,-6.35,False
https://www.dublincommunitygrowers.ie/all-gardens/featured-gardens/walk-community-gardens/,53.32,-6.33,False
https://crosscare.ie/services/community-cafes-and-food,53.34,-6.24,False
https://hardwickestreetgardenclub.wordpress.com/,53.35,-6.26,False
