URL,Lat,Lng,coords_approx
https://restaurantsbrighton.co.uk/jobs/blog/the-real-junk-food-project,50.842484,-0.0962622,False
https://opendocs.ids.ac.uk/articles/report/Strengthening_Dignified_and_Equitable_Access_to_Affordable_and_Healthy_Food_in_the_City_of_Brighton_Hove/27255228,50.8225,-0.1372,True
https://www.alliancefordignifiedfoodsupport.org.uk/glossary,50.8225,-0.1372,True
https://www.balfourprimary.co.uk/page/?title=The+Pantry&pid=208,50.8225,-0.1372,True
https://bouncebackfood.co.uk/brighton,50.8225,-0.1372,True
https://www.bhaf.org.uk/content/advice/gardening-advice-a-z/why-we-love-ground-beetles-and-other-curious-facts-compost-making-workshops-at-fork-and-dig-it,50.82,-0.13,False
https://www.brighton-hove.gov.uk/cost-living-support/help-food-meals-and-shopping/food-banks-community-food-hubs-and-low-cost-food,50.82,-0.13,False
https://brightonhomeless.wordpress.com/2018/08/28/free-food-showers-laundry,50.82,-0.13,False
https://communitysupportedagriculture.org.uk/farms/brighton-hove-sheepshare,50.82,-0.13,False
https://www.bcw.org.uk/,50.8191188,-0.1234834,False
https://restaurantsbrighton.co.uk/brighton-hove-food-partnership,50.8299384,-0.1273246,False
https://bucfp.org/,50.82,-0.13,False
https://womenscentre.org.uk/bwcs-foodbank-moves-location,50.82,-0.13,False
https://bhfood.org.uk/cookery-school,50.82,-0.14,False
https://covidbrightonhove.org.uk/help-directory/food-and-shopping,50.8225,-0.1372,True
https://www.meetup.com/brighton-and-hove-organic-gardening-group-bhogg,50.8225,-0.1372,True
https://bhorganicgardeninggroup.org/2019/06/22/foraging-series-the-stanmer-scavenge,50.8225,-0.1372,True
https://www.rottingdeanandsaltdeanlions.org.uk/coronavirus,50.8225,-0.1372,True
https://forkanddigit.co.uk/csa-veg-share,50.8225,-0.1372,True
https://www.thects.org.uk/,50.82,-0.14,False
https://bhfood.org.uk/welcoming-refugees-to-the-community-kitchen,50.82,-0.14,False
https://www.compostclub.online/,50.8225,-0.1372,True
https://whitehawkallotments.org.uk/links,50.84,-0.13,False
https://www.eastbrightonfoodcoop.uk/,50.84,-0.13,False
https://1space.eastsussex.gov.uk/Search?CategoryId=334&SM=ServiceSearch&UDG=True&SME=True,50.8225,-0.1372,True
https://www.weareemmanuel.com/care,50.8225,-0.1372,True
https://www.emmaus-international.org/en/membergroup/emmaus-brighton-hove,50.8225,-0.1372,True
https://www.freshstartbrighton.org.uk/christmas-cheer.html,50.8225,-0.1372,True
https://faresharesussexandsurrey.org.uk/contact,50.85,-0.1,False
https://fitzherbertcommunityhub.org.uk/,50.8191905,-0.1256383,False
https://www.foodandfriendship.org.uk/food,50.8330341,-0.1817209,False
https://www.foodmatters.org/blog/food-waste-to-food-use,50.82,-0.14,False
https://niwbh.org/project/food-deliveries,50.82,-0.14,False
https://foodcycle.org.uk/,50.83,-0.15,False
https://dykeroadpark.wordpress.com/community-vegetable-garden,50.83,-0.15,False
https://www.gemogston.com/community/gems-community-kitchen,50.8225,-0.1372,True
https://www.simpletix.com/e/get-growing-in-hollingdean-get-healthy-out-tickets-195862,50.8468804,-0.1265189,False
